,code,Name,State,NPS.region,Park.type,Area_km2,NetworkCode,NetworkName,IandM,Aquatic.park,Level.1.ecoregion,Level.2.ecoregion,NPVULN.ecoregional.group,Air.pollution,At.risk.sp.ter,At.risk.sp.aqu,Back.velocity,Biome.shift,Drought.sum,Early.spring,Env.Diversity,Exotic.sp,Fire.change,Fire.hazard,Forest.pest,Forward.velocity,Invasion.risk,Landscape.integrity,Moisture,PC2,Precipitation,Sea.level.change,Snow,Temp.change,Temp.exceedance,Ter.tot.vul.score,Aqu.tot.vul.score,Nliv.tot.vul.score,Ter.national.quartile,Aqu.national.quartile,Nliv.national.quartile,Ter.ecoregional.quartile,Aqu.ecoregional.quartile,Nliv.ecoregional.quartile,High.impact.current.fire,High.impact.projected.fire,High.impact.fire.combined,High.impact.summer.drought,High.impact.sea.level.or.surge,High.impact.slr,High.impact.storm.surge,High.impact.forest.pest,High.impact.at.least.one,High.impact.types,National.priority,Ecoregional.priority,Comprehensive.nrva,NRVA.any,IVA.any,CRVA.any,CCVA.types
48,BUFF,Buffalo National River,AR,MW,National River,378.5613579,HTLN,Heartland Network,1,1,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.80977633,0.455087431,0,0.122698335,0.4,0.261223184,0.750145077,0.587151854,0.168472234,0.336357901,0.264807518,0.185159303,0.632669683,0.75,0.255757296,0.264172031,0.447254371,0.382045791,0,0,0.728058715,0.29249797,2.078248244,1.854592234,1.400715529,2,1,2,1,1,2,0,1,0_1,0,0,0,0,1,1,Pest,0,0,0,1,0,0,0_0_0
49,CABR,Cabrillo National Monument,CA,PW,National Monument,0.647534955,MEDN,Mediterranean Coast Network,1,1,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,0.676912224,0.800900391,0,0.094736353,0.3,0,0.86407706,0.483209939,0.204398448,0.023289423,0.202511227,0,0.108337611,1,0.917079929,0.335482949,0.265561304,0.543632956,0.004069605,0,0.256738417,0.574406975,2.233681958,1.818620905,1.267299818,3,1,1,1,2,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,1,0,0_iva_0
50,CANA,Canaveral National Seashore,FL,SE,National Seashore,236.5786515,SECN,Southeast Coast Network,1,1,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.741157676,0.421207309,0,0.085697243,0.2,0.120361505,0.423056054,0.805865244,0.128630523,0.047767516,0.553331157,0.04255949,0.116315585,1,0.560660313,0.356574419,0.144429091,0.211263075,0.703208087,0,0.152788097,0.746708922,2.130656506,2.135942717,1.476649811,2,3,2,3,3,3,1,0,1_0,0,1,1,1,0,1,Fire_SLR,0,0,0,1,1,0,0_iva_0
51,CARI,Cane River Creole National Historical Park,LA,SE,National Historical Park,0.8331419,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.392067144,NA,NA,2,NA,NA,2,0,0,0_0,0,0,0,0,1,1,Pest,0,0,0,0,0,0,0_0_0
52,CACH,Canyon de Chelly National Monument,AZ,IM,National Monument,357.045965,SCPN,Southern Colorado Plateau Network,1,1,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0,0.152852324,0,0.11527953,0.533333333,0.312561585,0.812918062,0.436673201,0.138968729,0.384125085,0.459114541,0.289386542,0.237971354,0.666666667,0.12910364,0.503715257,0.316067242,0.280013786,0,0.875432437,0.611374435,0.219832554,1.967224344,1.887549678,1.453831514,1,1,2,2,2,2,0,1,0_1,0,0,0,0,1,1,Pest,0,0,0,0,0,0,0_0_0
53,CANY,Canyonlands National Park,UT,IM,National Park,1352.65426,NCPN,Northern Colorado Plateau Network,1,1,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.337561644,0.213743519,1,0.146465873,0.44,0.495283442,0.70706829,0.45451594,0.11254084,0.565757317,0.355222789,0.124382972,0.080968452,0,0.059563309,0.763663425,0.439437698,0.456820712,0,0.918925948,0.688830477,0.143481743,2.033592641,2.284640892,1.782679968,2,4,4,3,4,4,0,1,0_1,1,0,0,0,0,1,Drought,1,1,0,0,0,0,0_0_0
54,CACO,Cape Cod National Seashore,MA,NE,National Seashore,179.3129379,NCBN,Northeast Coastal and Barrier Network,1,1,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.716826594,0.445673675,0,0.307437554,0,0,0.886526203,0.764914958,0.217137763,0,0.004628311,0.244539031,0.15381898,1,0.771921589,0.391714941,0.194732509,0.467586261,0.180622335,0.938708149,0.549335849,0.061438383,2.352411497,1.97422437,1.431254025,4,2,2,4,2,3,0,0,0_0,0,1,0,1,1,1,SLR_Pest,1,0,0,1,1,0,0_iva_0
55,CAHA,Cape Hatteras National Seashore,NC,SE,National Seashore,125.8290415,SECN,Southeast Coast Network,1,1,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.80977633,0.342786041,0,0.680604864,0,0.013344173,0.496843893,1,0.198562308,0.066990402,0.093821781,0.396808171,0.430868136,0.333333333,0.339338867,0.132712907,0.180687979,0.219660886,0.691854776,0,0.380581773,0.207235701,1.96736933,1.734812895,1.198281213,1,1,1,1,1,1,0,1,0_1,0,1,1,1,1,1,SLR_Pest,0,0,0,1,1,1,0_iva_crva
56,CAKR,Cape Krusenstern National Monument,AK,AK,National Monument,2628.333934,ARCN,Arctic Network,1,1,TUNDRA,ALASKA TUNDRA,TUNDRA,NA,0.28574936,0,0.679481903,0,NA,NA,0.847397768,0,0.337413536,NA,0.364127624,0.59311767,0.56,0.311607626,0.735945187,0.128451256,1,0.282960511,0.383221636,0.494075498,NA,2.073525295,1.808806595,1.463898565,3,3,3,3,2,1,NA,1,NA,NA,0,NA,NA,0,1,Fire,0,1,0,0,0,1,0_0_crva
57,CALO,Cape Lookout National Seashore,NC,SE,National Seashore,113.0876033,SECN,Southeast Coast Network,1,1,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.80977633,0.262890388,0,0.600056046,0.266666667,0.006651557,0.434509757,0.826197425,0.118364431,0.159580003,0.180153313,0.327904629,0.459901196,1,0.450672753,0.19304416,0.384608596,0.258159955,0.742395812,0,0.404540142,0.259030801,2.157609282,2.017758054,1.327626145,2,2,1,3,2,2,0,1,0_1,0,1,1,1,1,1,SLR_Pest,0,0,0,1,1,1,0_iva_crva
58,CARE,Capitol Reef National Park,UT,IM,National Park,990.6501892,NCPN,Northern Colorado Plateau Network,1,1,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.337561644,0.327497747,0,0.050582874,0.4,0.415722309,0.72531052,0.351225516,0.1345597,0.490219719,0.311316108,0.181583066,0.153332413,0.333333333,0.021572054,0.586131889,0.277473117,0.42252615,0,0.871618876,0.654822138,0.180685966,1.884051302,1.791229569,1.580301019,1,1,2,1,1,3,0,1,0_1,1,0,0,0,0,1,Drought,0,0,0,0,0,0,0_0_0
59,CAVO,Capulin Volcano National Monument,NM,IM,National Monument,3.199431118,SOPN,Southern Plains Network,1,NA,GREAT PLAINS,SOUTH CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,0.378116806,0.156421681,NA,0.0330349,0.6,0.248509559,0.842763018,0.515564358,0.089542677,0.280774987,0.604910563,0.152969341,0.063494063,0.333333333,0.071622418,0.72656591,0.738825876,0.42252615,0,0.918815591,0.587449459,0.294961182,2.165963261,NA,1.791510429,2,NA,4,1,NA,3,0,0,0_0,0,0,0,0,1,1,Pest,1,0,0,0,0,0,0_0_0
60,CARL,Carl Sandburg Home National Historic Site,NC,SE,National Historic Site,1.096122958,CUPN,Cumberland Piedmont Network,1,NA,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.80977633,0.314575172,NA,1,0.4,0.029562476,0.729288237,0.333414484,0.191167574,0.284471729,0.419316503,0.159025271,0.012451773,1,0.420722288,0.036596517,0.153744636,0.271816478,0,0,0.565378746,0.397259092,2.151899493,NA,1.232405049,2,NA,1,2,NA,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,1,0,0,0_0_0
61,CAVE,Carlsbad Caverns National Park,NM,IM,National Park,189.3817434,CHDN,Chihuahuan Desert Network,1,1,NORTH AMERICAN DESERTS,WARM DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.80977633,0.201522643,0,0.111967012,0.6,0.341970087,0.813181592,0.540056093,0.062791582,0.239508232,0.374299598,0.072716092,0.061765384,0.166666667,0.078788778,0.565718131,0.562444391,0.105631537,0,0,0.403925882,0.370807504,1.825223923,1.844176121,1.328914458,1,1,1,1,1,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
62,CAWO,Carter G. Woodson National Historic Site,MD,NC,National Historic Site,0.000769695,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.380611877,NA,NA,1,NA,NA,2,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
63,CAGR,Casa Grande Ruins National Monument,AZ,IM,National Monument,1.91512523,SODN,Sonoran Desert Network,1,NA,NORTH AMERICAN DESERTS,WARM DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.563133247,0.340274098,NA,0.291137103,0.6,0.950926284,0.754317182,0.811116548,0.166153688,0.103446778,0.619033898,0,0.126316619,0.666666667,0.34566435,0.450389205,0.105634444,0,0,0,0.231708138,0.261409426,2.084768486,NA,1.375138066,2,NA,1,3,NA,2,1,1,1_1,1,0,0,0,0,1,Fire_Drought,0,1,0,0,0,0,0_0_0
64,CECH,Casar E. Chpvez National Monument,CA,PW,National Monument,0.47579733,NA,NA,NA,NA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.569884185,NA,NA,2,NA,NA,4,1,0,1_0,1,0,0,0,0,1,Fire_Drought,0,1,0,0,0,0,0_0_0
65,CASA,Castillo de San Marcos National Monument,FL,SE,National Monument,0.081116461,SECN,Southeast Coast Network,1,NA,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0,0.47252884,NA,0.084139622,0,0.105316317,0.3758208,0.967881933,0.353285174,0.040996737,0.541283716,0.096135319,0.116771702,1,0.443660207,0.191212743,0.09325676,0.143201377,0.709714564,0,0.183804437,0.682206023,2.006821391,NA,1.181089311,1,NA,1,2,NA,1,1,0,1_0,0,1,1,1,0,1,Fire_SLR,0,0,0,0,1,0,0_iva_0
66,CACL,Castle Clinton National Monument,NY,NE,National Monument,0.00516068,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.772109295,NA,NA,4,NA,NA,4,0,0,0_0,0,1,0,1,0,1,SLR,1,1,0,0,1,0,0_iva_0
67,CAMO,Castle Mountains National Monument,CA,PW,National Monument,84.45918345,NA,NA,NA,NA,NORTH AMERICAN DESERTS,WARM DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539417001,NA,NA,2,NA,NA,2,0,1,0_1,1,0,0,0,0,1,Drought,0,0,0,0,0,0,0_0_0
68,CATO,Catoctin Mountain Park,MD,NC,Other Designation,23.23736544,NCRN,National Capital Region Network,1,NA,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.312047015,NA,0.262888059,0.4,0.198622881,0.860538801,0.556299378,0.20742332,0.084325708,0.15326833,0.120897636,0.063730193,1,0.535834116,0.465625849,0.379106683,0.565386809,0,0.956496327,0.744226848,0.188829452,2.445395653,NA,1.780153062,4,NA,4,4,NA,4,0,0,0_0,0,0,0,0,0,0,None,1,1,0,1,0,0,0_0_0
69,CEBR,Cedar Breaks National Monument,UT,IM,National Monument,24.83523771,NCPN,Northern Colorado Plateau Network,1,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.628106363,0.335092421,NA,0.053425744,0.6,0.341200234,0.722385453,0.288650518,0.071403741,0.527016331,0.799739054,0.170762768,0.173085458,1,0.193977702,0.328967539,0.159506123,0.45978177,0,0.788681843,0.665454694,0.211581043,2.25057461,NA,1.679860825,3,NA,3,3,NA,2,1,1,1_1,0,0,0,0,1,1,Fire_Pest,0,0,0,1,0,0,0_0_0
70,CEBE,Cedar Creek and Belle Grove National Historical Park,VA,NE,Historical Park,14.03834579,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.437259432,NA,NA,2,NA,NA,2,0,0,0_0,0,0,0,0,1,1,Pest,0,0,0,0,0,0,0_0_0
71,CHCU,Chaco Culture National Historical Park,NM,IM,National Historical Park,138.9266977,SCPN,Southern Colorado Plateau Network,1,NA,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.337561644,0.13529576,NA,0.063195828,0.6,0.275916432,0.808426713,0.701500254,0.065221878,0.353848946,0.233349599,0.205237055,0.235295718,0.444444444,0.079503209,0.667081303,0.538818051,0.208388613,0,0.844639052,0.595094958,0.227489257,2.025176135,NA,1.524871825,1,NA,2,2,NA,2,0,0,0_0,0,0,0,0,1,1,Pest,0,0,0,0,0,0,0_0_0
72,CHAM,Chamizal National Memorial,TX,IM,National Memorial,0.220823248,NA,NA,NA,NA,NORTH AMERICAN DESERTS,WARM DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.176690123,NA,NA,1,NA,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
73,CHIS,Channel Islands National Park,CA,PW,National Park,994.2523503,MEDN,Mediterranean Coast Network,1,1,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,0.647696599,0.837027604,0,0.106122772,0,0,0.869521106,0.428565142,0.251481022,0.037651929,0.273955359,7.50E-06,0.03563614,1,0.632730939,0.338702199,0.063840206,1,0.002640721,0,0.298466679,0.529072843,2.258374551,1.767943676,1.494878689,3,1,2,1,1,4,0,0,2_0,0,0,0,0,0,0,None,0,0,0,1,1,0,0_iva_0
74,CHPI,Charles Pinckney National Historic Site,SC,SE,National Historic Site,0.132486147,SECN,Southeast Coast Network,1,NA,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.67273064,0.380669264,NA,0.220144395,0.3,0,0.3775898,0.841289186,0.293184885,0.105740354,0.466009047,0.144691856,0.16420086,1,0.666760775,0.113497504,0.232376076,0.303279223,0.707206693,0,0.242979863,0.339756398,2.055851325,NA,1.265704783,2,NA,1,2,NA,2,1,1,1_1,0,1,0,1,0,1,Fire_SLR,0,0,0,1,1,0,0_iva_0
75,CHYO,Charles Young Buffalo Soldiers National Monument,OH,MW,National Monument,0.243940459,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,CENTRAL USA PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.448924491,NA,NA,2,NA,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
76,CHAT,Chattahoochee River National Recreation Area,GA,SE,National Recreation Area,35.19081449,SECN,Southeast Coast Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.923287071,0.144675198,NA,0.178404461,0.533333333,0.102852779,0.537208864,0.629366954,0.1554253,0.315842718,0.316797073,0.042242018,0.138890925,1,0.720653396,0.105042974,0.111808831,0.222389697,0,0,0.428298833,0.395247845,2.015510094,NA,1.233496345,1,NA,1,1,NA,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,1,0,0,0_0_0
77,CHOH,Chesapeake and Ohio Canal National Historical Park,DC,NC,National Historical Park,85.33343218,NCRN,National Capital Region Network,1,1,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,0,0.370625697,0,0.357027264,0.433333333,0.206669551,0.84147639,0.58790281,0.139461368,0.099519524,0.222109797,0.173663564,0.109088425,1,0.529920958,0.369124944,0.293031231,0.531288803,0.005012797,0.930847325,0.72320584,0.204935656,2.210545542,1.972949643,1.425857848,3,2,2,3,2,2,0,0,0_0,0,0,0,0,1,1,Pest,0,0,0,1,1,0,0_iva_0
78,CHCH,Chickamauga and Chattanooga National Military Park,GA,SE,National Military Park,33.30211946,CUPN,Cumberland Piedmont Network,1,NA,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,0,0.326061714,NA,0.171860979,0.4,0.108642094,0.647034436,0.524769278,0.169522981,0.207579191,0.600483098,0.12636959,0.127299408,1,0.518505583,0.201304497,0.116008295,0.194154627,0,0,0.55694943,0.350411911,1.805486107,NA,0.992308124,1,NA,1,1,NA,1,1,1,1_1,0,0,0,0,0,1,Fire,0,0,0,1,0,0,0_0_0
79,CHIC,Chickasaw National Recreation Area,OK,IM,National Recreation Area,39.97103957,SOPN,Southern Plains Network,1,NA,GREAT PLAINS,SOUTH CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,1,0.327948109,NA,0.124797766,0.6,0.34120024,0.702738531,0.656605814,0.149962035,0.13517109,0.449902798,0.064008675,0.248940777,1,0.317977241,0.523702472,0.622555747,0.31306493,0,0,0.558836339,0.23913495,2.250377382,NA,1.58027333,3,NA,2,2,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,1,0,0,0_0_0
80,CHIR,Chiricahua National Monument,AZ,IM,National Monument,49.38970267,SODN,Sonoran Desert Network,1,NA,SOUTHERN SEMIARID HIGHLANDS,WESTERN SIERRA MADRE PIEDMONT,NORTH AMERICAN DESERTS AND SEMIARID,0.437431609,0.426618086,NA,0.046762847,0.6,0.287618249,0.863460253,0.503375057,0.08475325,0.188814834,0.531907665,0.129061204,0.079736392,0.333333333,0.065705805,0.531624622,0.437638946,0.173657178,0,0,0.427128826,0.371390988,1.762411176,NA,1.191410839,1,NA,1,1,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
81,CHRI,Christiansted National Historic Site,VI,SE,National Historic Site,0.105269853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0_iva_0
82,CIRO,City of Rocks National Reserve,ID,PW,National Reserve,58.83247851,UCBN,Upper Columbia Basin Network,1,1,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0,0.164335782,0,0.164579106,0.4,0.494678759,0.458209896,0.310387449,0.136819613,0.570439374,0.945615674,0.060481706,0.15394247,0.333333333,0.058045981,0.67170067,0.195528584,0.523569912,0,0.89695811,0.832013875,0.13259381,2.103127068,2.027704184,1.940944756,2,2,4,3,2,4,1,1,1_1,1,0,0,0,0,1,Fire_Drought,1,1,1,1,0,0,nrva_0_0
83,CLBA,Clara Barton National Historic Site,MD,NC,National Historic Site,0.033694294,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.689339564,NA,NA,3,NA,NA,4,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
84,COLO,Colonial National Historical Park,VA,NE,National Historical Park,34.35903018,NCBN,Northeast Coastal and Barrier Network,1,1,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.197931482,0,0.174002684,0.5,0.086047918,0.744817975,0.770065018,0.197174566,0.080576144,0.173327985,0.125386182,0.164066522,1,0.495804525,0.254145293,0.182985116,0.367972963,0.182907526,0,0.511657929,0.211127224,2.100425611,1.916093068,1.279882839,2,2,1,2,2,1,0,0,0_0,0,1,1,1,0,1,SLR,0,0,0,1,1,1,0_iva_crva
85,COLM,Colorado National Monument,CO,IM,National Monument,82.7516463,NCPN,Northern Colorado Plateau Network,1,NA,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.274314763,0.230416691,NA,0.212270671,0.5,0.346373664,0.625761654,0.365311946,0.21438078,0.412063207,0.626414832,0.158736271,0.087017994,0.666666667,0.237089305,1,0.571207205,0.45450433,0,0.901070388,0.768600445,0.149467256,2.273289936,NA,1.944107239,3,NA,4,4,NA,4,1,1,1_1,0,0,0,0,0,1,Fire,1,1,0,0,0,0,0_0_0
86,CONG,Congaree National Park,SC,SE,National Park,106.8693282,SECN,Southeast Coast Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.778817936,0.214595824,NA,0.139136644,0.6,0.104946787,0.347145087,0.73837871,0.09645489,0.421462815,0.59993119,0.126737279,0.151411068,1,0.566945828,0.182236798,0.070439773,0.289023146,0,0,0.489838091,0.371210084,2.028646393,NA,1.298948127,1,NA,1,1,NA,1,1,1,1_1,0,0,0,0,0,1,Fire,0,0,0,1,0,0,0_0_0
87,COGA,Constitution Gardens,DC,NC,Other Designation,0.172783146,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80326832,NA,NA,4,NA,NA,4,0,0,0_0,0,1,0,1,0,1,SLR,1,1,0,0,1,0,0_iva_0
88,CORO,Coronado National Memorial,AZ,IM,National Memorial,19.47099017,SODN,Sonoran Desert Network,1,NA,SOUTHERN SEMIARID HIGHLANDS,WESTERN SIERRA MADRE PIEDMONT,NORTH AMERICAN DESERTS AND SEMIARID,0.628106363,0.560387795,NA,0.021719406,0.8,0.067131457,0.808530955,0.484496224,0.064177686,0.172836441,0.635508679,0.031872698,0.062931148,0.666666667,0.30320593,0.569535366,0.551626768,0.177096268,0,0,0.390906908,0.449080997,2.058085027,NA,1.339346357,2,NA,1,3,NA,2,1,0,1_0,0,0,0,0,0,1,Fire,0,0,0,0,0,0,0_0_0
89,COWP,Cowpens National Battlefield,SC,SE,National Battlefield,3.424627294,CUPN,Cumberland Piedmont Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.923287071,0.236787607,NA,0.172862059,0.6,0.101826304,0.640182971,0.659565622,0.235944027,0.488979752,0.452027532,0.081707655,0.04860455,1,0.572464764,0.137157607,0.301999687,0.310647404,0,0,0.617162302,0.343101719,2.166706802,NA,1.435039751,2,NA,2,2,NA,2,0,1,0_1,0,0,0,0,0,0,None,0,0,0,1,0,0,0_0_0
90,CRLA,Crater Lake National Park,OR,PW,National Park,738.2588367,KLMN,Klamath Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.67273064,0.393409123,0,0.017151221,0.4,0.566750974,0.346348011,0.387572023,0.069298246,0.319082038,0.772470363,0.380687378,0.09288348,0.333333333,0.119922261,0.422552235,0.628454788,0.286402755,0,0.791850734,0.588774985,0.148184958,1.998136767,1.925867377,1.744194702,1,2,4,1,1,3,1,0,1_0,1,0,0,0,1,1,Fire_Drought_Pest,1,0,1,1,0,0,nrva_0_0
91,CRMO,Craters of the Moon National Monument,ID,PW,National Monument,1900.937304,UCBN,Upper Columbia Basin Network,1,NA,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0,0.169066974,NA,0.168375799,0.433333333,0.567628508,0.393896522,0.575589162,0.141681491,0.508564755,0.623910522,0.147111015,0.121841221,0.444444444,0.145215021,0.853977548,0.297120632,0.451842495,0,0.820143942,0.81244045,0.135500599,2.085480411,NA,1.837713796,2,NA,4,3,NA,4,1,1,1_1,1,0,0,0,0,1,Fire_Drought,1,1,1,1,0,0,nrva_0_0
92,CUGA,Cumberland Gap National Historical Park,KY,SE,National Historical Park,100.5866294,CUPN,Cumberland Piedmont Network,1,1,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.863733762,0.23226308,0.25,0.116554097,0,0.110859283,0.739442877,0.55389149,0.168881072,0.16884421,0.405047538,0.149309491,0.102167638,1,0.367722342,0.226304428,0.087616762,0.286402755,0,0.820350792,0.663148867,0.330056306,2.10501027,2.000620293,1.538869438,2,2,2,2,2,2,0,0,0_0,0,0,0,0,1,1,Pest,0,0,0,1,0,0,0_0_0
